TTL (Transistor to Transistor Logic) IC,,,,,,
1,74LS00,Quad 2-Input NAND Gate,"The 74LS00 is a digital IC that contains four separate NAND gates, each with two inputs. It is commonly used in digital circuits to perform the NAND logic operation, where the output is LOW only if both inputs are HIGH. This IC is widely used for building logic circuits and is available in standard 14-pin packages.",,,https://www.futurlec.com/74LS/74LS00.shtml
2,74LS02,Quad 2-Input NOR Gate,"The 74LS02 is a digital IC that includes four independent NOR gates, each with two inputs. Each gate outputs a HIGH signal only when both inputs are LOW, making it useful for creating logic circuits that require NOR logic functions. It is typically found in a 14-pin package and is used in various digital applications.",,,https://www.futurlec.com/74LS/74LS02.shtml
3,74LS04,Hex Inverter (NOT Gate),"The 74LS04 is a digital IC that contains six independent inverter gates (NOT gates). Each inverter takes a single input and outputs the opposite logic level, turning a HIGH input into a LOW output and vice versa. This IC is widely used for signal inversion in digital circuits and is available in a standard 14-pin package.",,,https://www.futurlec.com/74LS/74LS04.shtml
4,74LS08,Quad 2-Input AND Gate,"The 74LS08 is a digital IC featuring four independent AND gates, each with two inputs. Each gate produces a HIGH output only when both inputs are HIGH, making it ideal for applications where logical AND operations are needed. It is commonly used in digital systems and comes in a 14-pin package.",,,https://www.futurlec.com/74LS/74LS08.shtml
5,74LS10,Triple 3-Input NAND Gate,"The 74LS10 is a digital IC that contains three separate NAND gates, each with three inputs. Each gate outputs a LOW signal only when all three inputs are HIGH, making it useful for combining multiple logic signals in digital circuits. It is commonly used for creating complex logic functions and is available in standard 14-pin packages.",,,https://www.futurlec.com/74LS/74LS10.shtml
6,74LS11,Triple 3-Input AND Gate,"The 74LS11 is a digital IC that includes three independent AND gates, each with three inputs. Each gate outputs a HIGH signal only when all three inputs are HIGH, which makes it ideal for applications that require the logical AND of three signals. It is widely used in digital logic designs and comes in a standard 14-pin package.",,,https://www.futurlec.com/74LS/74LS11.shtml
7,74LS14,Hex Inverter with Schmitt Trigger Inputs,"The 74LS14 is a digital IC containing six independent inverter gates, each equipped with a Schmitt trigger input. This means each inverter not only flips the input signal (HIGH to LOW or LOW to HIGH) but also adds noise immunity, making it especially useful for cleaning up noisy or slowly changing signals. It is commonly used for signal conditioning and is available in a 14-pin package.",,,https://www.futurlec.com/74LS/74LS14.shtml
8,74LS20,Dual 4-Input NAND Gate,"The 74LS20 is a digital IC that has two separate NAND gates, each with four inputs. Each gate produces a LOW output only when all four inputs are HIGH, making it suitable for combining multiple logic signals in larger digital systems. It is typically used in complex logic circuits and is available in a standard 14-pin package.",,,https://www.futurlec.com/74LS/74LS20.shtml
9,74LS27,Triple 3-Input NOR Gate,"The 74LS27 is a digital IC that has three independent NOR gates, each with three inputs. Each gate outputs a HIGH signal only when all its inputs are LOW, making it suitable for logic circuits that require NOR operations with three input signals. It is widely used in digital systems and comes in a standard 14-pin package.",,,https://ece-classes.usc.edu/ee459/library/datasheets/DM74LS27.pdf
10,74LS30,8-Input NAND Gate,"The 74LS30 is a digital IC that contains a single NAND gate with eight inputs. It outputs a LOW signal only when all eight inputs are HIGH, and a HIGH signal in all other cases. This IC is useful for combining multiple logic signals in digital circuits and is commonly used in applications where a single logic output is needed from several input conditions. It operates on a 5V supply and is available in standard 14-pin packages.",,,https://www.futurlec.com/74LS/74LS30.shtml
11,74LS32,Quad 2-Input OR Gate,"The 74LS32 is a digital IC that includes four separate OR gates, each with two inputs. Each gate outputs a HIGH signal if at least one of its two inputs is HIGH, making it ideal for combining signals in logic circuits. This IC is commonly used in digital electronics and is available in a standard 14-pin package.",,,https://www.futurlec.com/74LS/74LS32.shtml
12,74LS47,BCD to 7-Segment Decoder/Driver (with Open-Collector Outputs),"The 74LS47 is a digital IC designed to convert binary-coded decimal (BCD) input signals into signals that can directly drive a 7-segment display. It accepts four BCD input lines and generates the appropriate outputs to light up the correct segments for displaying decimal numbers 0–9. The IC features open-collector outputs for direct connection to display segments, supports blanking and lamp test functions, and is commonly used in digital counters and display systems.",,,https://www.futurlec.com/74LS/74LS47.shtml
13,74LS48,BCD to 7-Segment Decoder,"The 74LS48 is a digital IC that converts 4-bit binary-coded decimal (BCD) input data into signals to drive a 7-segment display. It provides seven outputs, each corresponding to a segment, and includes features like lamp test, blanking, and zero suppression. This IC is widely used for displaying decimal numbers on electronic displays in calculators, meters, and digital clocks.",,,https://www.futurlec.com/74LS/74LS48.shtml
14,74LS73,Dual Negative-Edge-Triggered J-K Flip-Flop with Clear,"The 74LS73 is a digital IC that contains two independent J-K flip-flops, each triggered on the falling edge of the clock pulse. It features complementary outputs and a clear input that can reset the outputs regardless of other input states. The J and K inputs can change freely except during the clock's falling edge, making this IC useful for data storage, toggling, and frequency division in sequential logic circuits.",,,https://www.futurlec.com/74LS/74LS73.shtml
15,74LS74,Dual Positive-Edge-Triggered D Flip-Flop with Preset and Clear,"The 74LS74 is a digital IC with two independent D-type flip-flops, each triggered on the rising edge of the clock. It includes preset and clear inputs to set or reset the outputs instantly, along with complementary outputs. This IC is commonly used for data storage, synchronization, and edge-triggered operations in digital systems.",,,https://www.futurlec.com/74LS/74LS74.shtml
16,74LS75,Quad Latch,"The 74LS75 is a digital IC that contains four transparent latches, each with a data input, enable input, and complementary outputs. When the enable input is HIGH, the latch follows the data input; when enable goes LOW, the last data input is held at the output. It is ideal for temporary data storage and interfacing between processing and display or I/O units.",,,https://www.futurlec.com/74LS/74LS75.shtml
17,74LS83,4-Bit Binary Adder with Fast Carry,"The 74LS83 is a digital IC that performs the addition of two 4-bit binary numbers, providing sum outputs for each bit and a carry output from the most significant bit. It features internal carry look-ahead logic for faster operation, making it suitable for arithmetic operations in digital systems like calculators and computers. The IC is typically used where fast and reliable binary addition is required and comes in a 16-pin package.",,,https://www.futurlec.com/74LS/74LS83.shtml
18,74LS85,4-Bit Magnitude Comparator,"The 74LS85 is a digital IC that compares two 4-bit binary or BCD numbers and provides outputs indicating whether one number is greater than, less than, or equal to the other. It is fully expandable for comparing larger word lengths by cascading multiple ICs. The 74LS85 is commonly used in digital systems for sorting, decision making, and arithmetic operations, and is available in standard 16-pin packages.",,,https://www.futurlec.com/74LS/74LS85.shtml
19,74LS86,Quad 2-Input Exclusive-OR (XOR) Gate,"The 74LS86 is a digital IC that contains four independent exclusive-OR gates, each with two inputs. Each gate outputs a HIGH signal only when the two inputs are different (one HIGH, one LOW), making it useful for logic operations such as parity checking, bit comparison, and certain arithmetic functions. It is commonly used in digital circuits and is available in standard 14-pin packages.",,,https://www.futurlec.com/74LS/74LS86.shtml
20,74LS90,Decade and Binary Counter,"The 74LS90 is a digital IC that functions as a decade (divide-by-10) and binary (divide-by-2 and divide-by-5) counter. It contains four flip-flops and internal logic to provide various counting sequences, including BCD (binary-coded decimal) and bi-quinary counts. This IC is widely used for counting applications, such as digital clocks and frequency dividers, and is available in standard 14-pin packages.",,,https://www.futurlec.com/74LS/74LS90.shtml
21,74LS92,Divide-by-12 Counter (Modulo-12 Ripple Counter),"The 74LS92 is a high-speed 4-bit ripple counter IC that can be configured as a divide-by-12 (modulo-12) counter. It contains four master/slave flip-flops internally arranged to provide both a divide-by-two and a divide-by-six section, each triggered by a falling clock edge. The counter can be set up for different counting modes, including divide-by-2, divide-by-6, and divide-by-12, by connecting the appropriate outputs and clock inputs. It also features a gated asynchronous master reset to clear all flip-flops, making it suitable for frequency division and counting applications in digital systems.",,,https://www.futurlec.com/74LS/74LS92.shtml
22,74LS93,4-Bit Binary Counter,"The 74LS93 is a high-speed 4-bit ripple counter IC that can be configured for binary counting or other modes. It consists of four master/slave flip-flops split into a divide-by-two and a divide-by-eight section, both triggered on the falling edge of the clock. By connecting outputs and clock inputs as needed, the IC can perform simultaneous divisions by 2, 4, 8, or 16, making it useful as a general-purpose binary counter, frequency divider, or for generating timing sequences. It also includes a gated asynchronous master reset to clear all flip-flops for reliable operation.",,,https://www.futurlec.com/74LS/74LS93.shtml
23,74LS95,4-Bit Shift Register,"The 74LS95 is a 4-bit shift register IC that supports both serial and parallel synchronous data operations. It has a mode control input and separate clock inputs for serial shift right and parallel load functions, allowing data transfer to outputs on the falling edge of the selected clock. The IC can also perform left-shift by external wiring and is ideal for temporary data storage, serial-to-parallel conversion, or parallel-to-serial conversion in digital systems. It is fabricated using Schottky technology for high speed and is compatible with standard TTL logic families.",,,https://www.futurlec.com/74LS/74LS95.shtml
24,74LS123,Dual Retriggerable Monostable Multivibrator (One-Shot),"The 74LS123 is a dual retriggerable monostable multivibrator IC, also known as a one-shot pulse generator. Each section can be triggered by either a positive or negative edge, and the output pulse width is set by external resistor and capacitor values. The device allows pulse extension by retriggering and features a clear input to terminate pulses early. It is widely used for generating timing pulses, delays, and pulse-width modulation in digital circuits, with outputs capable of durations from nanoseconds up to very long intervals.",,,https://www.futurlec.com/74LS/74LS123.shtml
25,74LS125,Quad 3-State Buffer,"The 74LS125 is a digital IC featuring four independent non-inverting buffer gates, each with a 3-state output. Each buffer can be individually enabled or disabled, providing either a logic output or a high-impedance state to the bus line. This allows for flexible control of data flow and prevents conflicts on shared bus lines, making the IC well-suited for use in bus-oriented digital systems.",,,https://www.futurlec.com/74LS/74LS125.shtml
26,74LS126,Quad 3-State Buffer,"The 74LS126 is a digital IC that contains four independent non-inverting buffer gates, each with a 3-state output. When enabled, the outputs provide standard logic levels with extra drive capability for bus line applications; when disabled, the outputs enter a high-impedance state, effectively disconnecting from the bus. This feature allows multiple devices to share the same output lines without interference, making the IC ideal for data bus systems in digital circuits.",,,https://www.futurlec.com/74LS/74LS126.shtml
27,74LS138,3-to-8 Line Decoder/Demultiplexer,"The 74LS138 is a high-speed digital IC that decodes three binary select inputs into one of eight active-low outputs, with three enable inputs for flexible cascading and expansion. It is commonly used for memory address decoding, data routing, and demultiplexing applications in digital systems, providing fast and reliable selection of one output line among eight possibilities.",,,https://www.futurlec.com/74LS/74LS138.shtml
28,74LS139,Dual 2-to-4 Line Decoder/Demultiplexer,"The 74LS139 is a digital IC containing two separate 2-to-4 line decoders or demultiplexers in a single package. Each decoder takes two binary select inputs and an enable input to activate one of four active-low outputs. It is designed for high-speed memory decoding and data routing, making it suitable for applications that require the selection or distribution of signals across multiple lines.",,,https://www.futurlec.com/74LS/74LS139.shtml
29,74LS148,8-Line to 3-Line Priority Encoder,"The 74LS148 is a digital IC that encodes eight active-low input lines into a 3-bit binary (octal) code, with priority given to the highest-numbered active input. It features cascading circuitry with enable input and output pins, allowing for easy expansion to larger encoder arrays. The device ensures that only the highest-priority input is represented at the output, making it ideal for applications requiring prioritized data encoding, such as interrupt systems or data multiplexing in digital circuits.",,,https://www.futurlec.com/74LS/74LS148.shtml
30,74LS151,1-of-8 Line Data Selector/Multiplexer,"The 74LS151 is a digital IC that selects one of eight data inputs and routes it to a single output, based on three binary select inputs. It features a strobe input for enabling or disabling the device and provides both true and complementary outputs. This IC is commonly used for data routing, parallel-to-serial conversion, and as a Boolean function generator in digital systems, and is available in standard 16-pin packages.",,,https://www.futurlec.com/74LS/74LS151.shtml
31,74LS153,Dual 1-of-4 Line Data Selector/Multiplexer,"The 74LS153 is a digital IC containing two independent 4-input multiplexers, each with its own strobe (enable) input. Each multiplexer selects one of four data inputs to pass to the output, based on two shared binary select inputs. The IC is widely used for multiplexing data lines, parallel-to-serial conversion, and logic function implementation in digital circuits, and is available in a 16-pin package.",,,https://www.futurlec.com/74LS/74LS153.shtml
32,74LS154,4-Line to 16-Line Decoder/Demultiplexer,"The 74LS154 is a digital IC that decodes four binary-coded inputs into one of sixteen mutually exclusive outputs, with two active-low strobe inputs for enabling the device. When enabled, only one output is LOW at a time, corresponding to the binary input combination. This IC is ideal for memory address decoding, data distribution, and demultiplexing applications in digital systems, and is available in a 24-pin package.",,,https://www.futurlec.com/74LS/74LS154.shtml
33,74LS155,Dual 2-Line to 4-Line Decoder/Demultiplexer,"The 74LS155 contains two separate 2-to-4 line decoders or demultiplexers in one chip. It can be used to convert binary inputs into one of several outputs or to route data from one input to several outputs. Each section can be enabled or disabled independently, and the IC is useful for expanding address decoding or data routing in digital circuits.",,,https://www.futurlec.com/74LS/74LS155.shtml
34,74LS156,Dual 2-Line to 4-Line Decoder/Demultiplexer (Open-Collector Outputs),"The 74LS156 is similar to the 74LS155 but has open-collector outputs, making it suitable for wired-OR connections. It provides two independent 2-to-4 decoders or demultiplexers in one package, allowing you to select or route data to multiple outputs. Each section can be enabled separately, making it easy to use in larger decoding or demultiplexing applications.",,,https://www.futurlec.com/74LS/74LS156.shtml
35,74LS157,Quad 2-Line to 1-Line Data Selector/Multiplexer,"The 74LS157 is a 4-bit wide, 2-to-1 multiplexer. It selects one of two 4-bit data sources and passes it to the outputs, controlled by a select input and a strobe (enable) input. This IC is commonly used to combine or switch between two sets of data in digital systems.",,,https://ece-classes.usc.edu/ee459/library/datasheets/DM74LS157.pdf
36,74LS158,Quad 2-Input Multiplexer (with Inverted Outputs),"The 74LS158 is a high-speed 4-bit 2-to-1 multiplexer with inverted outputs. It selects data from two sources for each output line, based on a common select and enable input. The outputs are inverted, and when the enable input is high, all outputs are forced high. It is useful for data routing and logic function generation in digital circuits.",,,https://ece-classes.usc.edu/ee459/library/datasheets/DM74LS157.pdf
37,74LS160,Synchronous 4-Bit BCD (Decade) Counter with Asynchronous Reset,"The 74LS160 is a high-speed 4-bit synchronous counter that counts from 0 to 9 (BCD/decade). It features parallel load, count enable, and asynchronous master reset, making it suitable for applications like frequency division, memory addressing, and digital clocks. The counter can be preset to any value and supports cascading for multi-digit counting.",,,https://www.futurlec.com/74LS/74LS160.shtml
38,74LS161,Synchronous 4-Bit Binary Counter with Asynchronous Reset,"The 74LS161 is a 4-bit synchronous binary counter that counts from 0 to 15. It offers parallel load, count enable, and asynchronous master reset inputs for flexible control. This IC is ideal for binary counting, frequency division, and digital addressing, and can be easily cascaded for larger counting ranges.",,,https://www.futurlec.com/74LS/74LS161.shtml
39,74LS162,Synchronous 4-Bit BCD (Decade) Counter with Synchronous Reset,"The 74LS162 is a synchronous 4-bit BCD (decade) counter with synchronous reset, parallel load, and count enable features. It counts from 0 to 9 and resets synchronously with the clock, making it useful for applications requiring precise timing and easy cascading in digital systems.",,,https://www.futurlec.com/74LS/74LS162.shtml
40,74LS163,Synchronous 4-Bit Binary Counter with Synchronous Reset,"The 74LS163 is a 4-bit synchronous binary counter that counts from 0 to 15, featuring synchronous reset, parallel load, and count enable. All operations are synchronized with the clock, which helps avoid timing issues, and the IC can be cascaded for use in larger counting applications.",,,https://www.futurlec.com/74LS/74LS163.shtml
41,74LS166,,,,,https://www.futurlec.com/74LS/74LS166.shtml
42,74LS169,,,,,https://www.futurlec.com/74LS/74LS169.shtml
43,74LS173,,,,,https://www.futurlec.com/74LS/74LS173.shtml
44,74LS174,,,,,https://www.futurlec.com/74LS/74LS174.shtml
45,74LS181,,,,,https://www.futurlec.com/74LS/74LS181.shtml
46,74LS191,,,,,https://www.futurlec.com/74LS/74LS191.shtml
47,74LS193,,,,,https://www.futurlec.com/74LS/74LS193.shtml
48,74LS194,,,,,https://www.futurlec.com/74LS/74LS194.shtml
49,74LS197,,,,,https://www.futurlec.com/74LS/74LS197.shtml
50,74LS240,,,,,https://www.futurlec.com/74LS/74LS240.shtml
51,74LS241,,,,,https://www.futurlec.com/74LS/74LS241.shtml
52,74LS244,,,,,https://www.futurlec.com/74LS/74LS244.shtml
53,74LS245,,,,,https://www.futurlec.com/74LS/74LS245.shtml
54,74LS251,,,,,https://www.futurlec.com/74LS/74LS251.shtml
55,74LS257,,,,,https://www.futurlec.com/74LS/74LS257.shtml
56,74LS273,,,,,https://www.futurlec.com/74LS/74LS273.shtml
57,74LS373,,,,,https://www.futurlec.com/74LS/74LS373.shtml
58,74LS374,,,,,https://www.futurlec.com/74LS/74LS374.shtml
59,74LS377,,,,,https://www.futurlec.com/74LS/74LS377.shtml
60,74LS381,,,,,https://www.futurlec.com/74LS/74LS381.shtml
61,74LS393,,,,,https://www.futurlec.com/74LS/74LS393.shtml
62,74LS461,,,,,https://www.futurlec.com/74LS/74LS461.shtml
63,74LS465,,,,,https://www.futurlec.com/74LS/74LS465.shtml
64,74LS469,,,,,https://www.futurlec.com/74LS/74LS469.shtml
65,74LS670,,,,,https://www.futurlec.com/74LS/74LS670.shtml
66,CSEALU,,,,,
67,1488,,,,,
68,1489,,,,,
69,MAX232,,,,,
CMOS (Complementary Metal-Oxide-Semiconductor) IC,,,,,,
1,4001,Quad 2-Input NOR Buffered B Series Gate,The CD4001BC and CD4011BC quad gates are monolithic complementary MOS (CMOS) integrated circuits constructed with N- and P-channel enhancement mode transistors. They have equal source and sink current capabilities and conform to standard B series output drive. The devices also have buffered outputs which improve transfer characteristics by providing very high gain.,Yes,No,https://www.futurlec.com/4000Series/CD4001.shtml
2,4002,Dual 4-Input NOR Gate,These NOR and NAND gates are monolithic complementary MOS (CMOS) integrated circuits. The N- and P-channel enhancement mode transistors provide a symmetrical circuit with output swings essentially equal to the supply voltage. This results in high noise immunity over a wide supply voltage range. No DC power other than that caused by leakage current is consumed during static conditions. All inputs are protected against static discharge and latching conditions.,Yes,No,https://www.futurlec.com/4000Series/CD4002.shtml
3,4007,Dual Complementary Pair Plus Inverter,The CD4007C consists of three complementary pairs of Nand P-channel enhancement mode MOS transistors suitable for series/shunt applications. All inputs are protected from static discharge by diode clamps to VDD and VSS.,Yes,No,https://www.futurlec.com/4000Series/CD4007.shtml
4,4008,4-Bit Full Adder With Parallel Carry Out,,,,https://components101.com/sites/default/files/component_datasheet/cd4008-datasheet.pdf
5,4009,Hex Buffers/Converter,,,,https://www.futurlec.com/4000Series/CD4009.shtml
6,4011,Quad 2-Input NAND Buffered B Series Gate,The CD4001BC and CD4011BC quad gates are monolithic complementary MOS (CMOS) integrated circuits constructed with N- and P-channel enhancement mode transistors. They have equal source and sink current capabilities and conform to standard B series output drive. The devices also have buffered outputs which improve transfer characteristics by providing very high gain.,Yes,No,https://www.futurlec.com/4000Series/CD4011.shtml
7,4012,Dual 4-Input NAND Gate,These NOR and NAND gates are monolithic complementary MOS (CMOS) integrated circuits. The N- and P-channel enhancement mode transistors provide a symmetrical circuit with output swings essentially equal to the supply voltage. This results in high noise immunity over a wide supply voltage range. No DC power other than that caused by leakage current is consumed during static conditions. All inputs are protected against static discharge and latching conditions.,Yes,No,https://www.futurlec.com/4000Series/CD4012.shtml
8,4013,Dual D-Type Flip-Flop,"The CD4013B dual D-type flip-flop is a monolithic complementary MOS (CMOS) integrated circuit constructed with N- and P-channel enhancement mode transistors. Each flip-flop has independent data, set, reset, and clock inputs and “Q” and “Q” outputs. These devices can be used for shift register applications, and by connecting “Q” output to the data input, for counter and toggle applications. The logic level present at the “D” input is transferred to the Q output during the positive-going transition of the clock pulse. Setting or resetting is independent of the clock and is accomplished by a high level on the set or reset line respectively",Yes,Yes,https://www.futurlec.com/4000Series/CD4013.shtml